"","sessionid","treatmentnumber","subjects","period","subject","group","profit","totalprofit","contribution_id","income","strategic_ability","timecalculercontrolreppggok","timeokcontrolreppggok","timecalculerrepeatedpggok","timeokrepeatedpggok","sumc_rep","roundprofit","timecontinuerrepeatedpggfeedback","gamepaid","paypgg","paytask","finalprofit","moneyearned","crtscore","paycrt","mycontrib","sumcont_one","sm","paypggone","type","unassigned","winrace","payrace","bilevel","maxint","choiceguess","payguess","target","p","guessability","gr_one","ap","unco_cont","cond1","cond2","cond3","cond4","cond5","cond6","cond7","cond8","cond9","cond10","cond11","cond12","cond13","cond14","cond15","cond16","cond17","cond18","cond19","cond20","cond21","timeokcontrolonepggok","timeokoneshotpgguncook","timeokoneshotpggcondok","avg_cond","cov","sum_square1","sum_square2","avg_bench","d1","d2","var_cond","cor","othercont","mycond","ca","cb","cc","gr_guess","ce","timeokguessinggameok","cg","distance","winguess","cj","sessiontarget","cl","age","gender","study","yearstudy","nation","difficultexp","strategy","strategy1","strategy2","strategypartner","risk","session","id","idgroup","hetero","female","groupcont","avg_cont_all","avg_cont_type","avg_cont_ability","otherCC","CC","n_cc","cumability","bin_strategic_ability","n_H","avg_cont_prefgroup","avg_cont_abgroup","groupcompo","allCC","allH","dif_cont","othercont_rep","mincont","medcont","repothercont","otherH","periodsq","minab","maxab","decile","quartile","avgsm","FR","n_low","n_fr","allFR","allLow","fieldstudy","nationality","avg_cont_compo","condition","sum_contribution_g","avg_contribution_g","avg_contr_g_others","roundprofit_id","grouptype","group_ability_cont","group_ability_cat","group_ability_bin"
"2109","160329_1355",0,"subjects",12,19,7,"0","0",9,248,49.0055601130252,"-","-","0",29,17,21.2,17,NA,NA,NA,10.23,10.23,1,100,100,300,0,"280","CondCoop",NA,1,200,1,5,30,100,2333333333333330,"0.6666666666666666",0.936833470057424,3,0,100,1,5,5,5,20,20,30,30,30,30,30,30,30,30,50,50,60,60,60,70,70,-337,41,3,"340952380952381",25700,9263809523809520,77000,100,"3590476190476190",100,"4631904761904760",0.962261150553788,0,1,300,100,"280",5,30,49,2333333333333330,6666666666666660,1,100,3213888888888880,"0.9368334700574242",21,"Femme","Autres","Master 1","Francaise","3","J'ai essayé de miser sur une stratégie de groupe où l'on investiverait beaucoup mais avec beaucoup de gains, mais il m'a semblé que mes partenaires préféraient ne pas miser beaucoup car le plus souvent je contribuait pour","moitié voire plus à la contribution totale. J'ai donc diminué mes contributions pour modérer le tout.",NA,"Ils contribuaient peu le plus souvent, sûrement qu'ils n'avaient pas confiance dans les autres.",8,8,187,"63",NA,1,5.66666650772095,5.52083349227905,7.67999982833862,4.60869550704956,2,1,3,0.625,1,1,9.01960754394531,7.8125,2,1,0,-1,7.99999952316284,3,5,7.99999952316284,0,144,17.7777786254883,49.0055618286133,7,3,34.0952377319336,0,2,0,0,0,1,3,8.2142858505249,"RAND",17,5.66666666666667,4,21.2,"CondCoop",32.631483000638,"LOW","LOW_STRAT"
"2110","160323_1557",1,"subjects",12,7,5,"0","0",10,2.934e+15,41.5170151701517,"-","-","10",9,21,22.6,18,NA,NA,NA,13815,13815,1,100,40,80,1,"208","CondCoop",NA,1,200,2,5,10,0,3311111111111110,"0.6666666666666666",0.512177121771218,3,1,110,0,10,10,10,10,30,30,30,40,40,50,40,40,40,40,40,40,40,40,40,40,10,6,-6,"3142857142857140",14200,4057142857142850,77000,100,"8571428571428570",100,"202857142857143",0.803401858010389,40,40,80,40,"208",1,10,36,3311111111111110,2311111111111110,0,0,2836111111111110,"0.5121771217712179",21,"Femme","Droit, Sciences politiques","Licence 2","Francaise","3","j'anticipais à chaque fois par rapport aux contributions totales précédentes","",NA,"toujours un peu plus de 10",7,6,127,"45",0,1,7,6.13888883590698,8.16666698455811,5.54285717010498,2,1,3,0.46875,0,1,9.01960754394531,7.8125,2,1,0,-1,11,0,10,11,1,144,13.3333330154419,88.1672821044922,5,2,31.4285717010498,0,2,0,0,0,2,3,8.2142858505249,"PREF",21,7,5.5,22.6,"CondCoop",47.6725433921006,"MEDIUM","HIGH_STRAT"
"2111","160323_1557",1,"subjects",12,19,5,"0","0",11,3.044e+15,88.1672816728167,"-","-","0",22,21,21.6,11,NA,NA,NA,14515,14515,3,300,110,410,0,"336","CondCoop",NA,1,200,5,5,15,200,1866666666666660,"0.6666666666666666",0.645018450184502,8,0,110,0,10,20,30,40,50,60,70,80,90,100,100,100,100,100,100,100,100,100,100,100,-57,10,-42,"7380952380952380",38500,2409523809523810,77000,100,"2619047619047610",100,"1204761904761900",0.893819357296686,300,100,410,110,"336",5,15,10,1866666666666660,3666666666666660,1,200,2836111111111110,"0.645018450184502",18,"Femme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","J'ai essayé de maintenir la confiance de mes partenaires de jeu en maintenant une cotisation supérieure ou égale à 10 jetons. A partir de la 13e période, voyant que mes partenaires profitaient largement de ma cotisation (il","ne cotisaient plus beaucoup), je suis passée à des cotisations très faibles afin d'obtenir plus de jetons.",NA,"Au début ils allaient miser de manière modérée et attendre que la confiance soit établie, puis d'un coup diminuer leur cotisation afin d'obtenir un gain de jetons assez élevé. A la fin du jeu, la plupart baisse ses cotisations.",7,6,139,"45",0,1,7,6.13888883590698,8.16666698455811,6.70270252227783,2,1,3,0.973958313465118,1,1,9.01960754394531,7.8125,2,1,0,0,10,0,10,10,0,144,13.3333330154419,88.1672821044922,10,4,73.8095245361328,0,2,0,0,0,3,3,8.2142858505249,"PREF",21,7,5,21.6,"CondCoop",47.6725433921006,"MEDIUM","HIGH_STRAT"
"2112","160324_1558",0,"subjects",12,11,4,"0","0",18,357.8,28.8888888888889,"-","-","0",23,50,32,20,NA,NA,NA,15005,15005,2,200,200,270,1,"162","CondCoop",NA,1,200,1,5,69,0,32,"0.6666666666666666",0,8,1,200,0,0,0,0,0,20,20,50,70,70,70,70,100,100,50,50,50,50,200,200,200,-54,28,-7,"6523809523809520",6529999999999990,835238095238095,77000,100,"1347619047619040",100,"4176190476190470",0.814259195032728,70,200,270,200,"162",1,69,49,32,37,0,0,2927777777777770,"0",20,"Homme","Economie et Gestion, Math-Eco","Licence 2","Autre Non-Européenne","4","je mettais toujours un numero pres de 20 car comme ca on avait un gain plus eleve","",NA,"ils pensaient que aux eux gains",8,7,155,"52",NA,0,16.6666660308838,5.52083349227905,7.67999982833862,6.3600001335144,2,1,3,0.21875,0,1,9.01960754394531,7.8125,2,1,0,-2,31.9999980926514,12,18,31.9999980926514,1,144,28.8888893127441,43.4123382568359,3,1,65.2380981445312,0,2,0,0,0,3,2,8.2142858505249,"RAND",50,16.6666666666667,16,32,"CondCoop",38.3302515828991,"MEDIUM","LOW_STRAT"
"2113","160323_1352",1,"subjects",12,14,5,"0","0",5,425.8,30.7332433648223,"-","-","0",28,32,34.2,17,NA,NA,NA,17635,17635,1,100,200,400,1,"240","CondCoop",NA,1,200,1,5,50,0,2622222222222220,"0.6666666666666666",0.388663967611336,1,1,100,100,110,120,130,140,150,160,170,180,190,200,200,200,200,200,200,200,200,200,200,200,-339,10,-79,"1738095238095230",3849999999999990,240952380952381,77000,100,"261904761904762",100,"1204761904761900",0.893819357296686,200,200,400,200,"240",2,50,71,2622222222222220,2377777777777770,0,0,2483333333333330,"0.388663967611336",20,"Femme","Autres","Licence 2","Francaise","3","mettre toujours 15 puis vers la fin j'ai varié avec 5, 10 et 20 en regardant si ça augmentait mes gains","",NA,"a peu près comme moi",6,5,110,"37",0,1,10.6666669845581,6.13888883590698,8.16666698455811,5.54285717010498,2,1,3,0.255208343267441,0,2,9.01960754394531,4.61403512954712,2,1,0,-5,27,10,10,27,2,144,30.7332439422607,95.8164672851562,3,2,173.809524536133,0,1,0,0,0,1,3,8.2142858505249,"PREF",32,10.6666666666667,13.5,34.2,"CondCoop",67.9142300194932,"HIGH","HIGH_STRAT"
"2114","160321_1405",2,"subjects",12,3,8,"0","0",2,303.8,6.66666666666667,"-","-","0",29,5,21,19,NA,NA,NA,9139999999999990,9139999999999990,0,0,50,105,1,"213","CondCoop",NA,1,200,1,5,90,0,3177777777777770,"0.6666666666666666",0,6,1,60,0,5,5,10,5,20,20,30,30,50,60,50,20,30,50,50,50,50,50,50,50,17,10,-2,"3261904761904760",20650,7830952380952370,77000,100,"1738095238095230",100,"3915476190476180",0.840944630411016,55,50,105,50,"213",4,90,62,3177777777777770,5822222222222220,0,0,2502777777777770,"0",20,"Femme","Economie et Gestion, Math-Eco","Licence 2","Autre Non-Européenne","3","au depard je voulais maximiser mes gains donc j'ai misé moyenement, et ça marchait puis au fur et a mesure du jeux les autres ont baissé leur mise donc j ai baissé la mienne","",NA,"qu ils allaient jouer plus aussi vu qu on avancait bien ave os dotations moyenne",5,2,27,"16",NA,1,1.66666662693024,6.08333349227905,7.64102554321289,4.55555534362793,2,1,3,0.0625,0,0,9.01960754394531,4.68888902664185,2,1,0,-4,3,0,2,3,0,144,6.66666650772095,6.66666650772095,1,1,32.6190490722656,0,3,0,0,1,3,2,8.2142858505249,"STRAT",5,1.66666666666667,1.5,21,"CondCoop",6.66666666666667,"LOW","LOW_STRAT"
"2115","160323_1557",1,"subjects",12,10,5,"0","0",0,381.4,13.3333333333333,"-","-","22",19,21,32.6,16,NA,NA,NA,16.49,16.49,0,0,90,310,0,"296","CondCoop",NA,1,200,2,5,75,0,5444444444444440,"0.6666666666666666",0,7,0,90,10,30,30,20,20,10,10,20,30,40,50,90,80,100,50,60,90,110,120,140,150,9,16,6,"60",49600,3999999999999990,77000,100,"90",100,"2000",0.893729962993995,40,150,310,90,"296",7,75,73,5444444444444440,2055555555555550,0,0,2836111111111110,"0",18,"Femme","Economie et Gestion, Math-Eco","Licence 1","Francaise","2","C'est en participant le moins possible à la caisse commune que je gagnais le plus d'argent, j'ai donc décidé de mettre peu d'argent dans l'implication du projet.","",NA,"Je pense qu'ils jouaient de façon à mettre dans la caisse commune des sommes plus hautes que les miennes.",7,6,130,"45",0,1,7,6.13888883590698,8.16666698455811,5.54285717010498,2,1,3,0.0989583358168602,0,1,9.01960754394531,7.8125,2,1,0,-9,21,10,10,21,1,144,13.3333330154419,88.1672821044922,1,1,60,0,2,0,0,0,3,3,8.2142858505249,"PREF",21,7,10.5,32.6,"CondCoop",47.6725433921006,"MEDIUM","HIGH_STRAT"
"2116","160323_1155",1,"subjects",12,6,3,"0","0",12,345.4,6.66666666666667,"-","-","0",24,52,39.2,15,NA,NA,NA,10.46,10.46,0,0,200,400,0,"240","CondCoop",NA,1,200,1,5,100,0,3777777777777770,"0.6666666666666666",0,8,0,200,0,10,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,200,200,-42,15,-93,"9238095238095230",77900,7938095238095230,77000,100,"1076190476190470",100,"3969047619047610",0.99640051317631,200,200,400,200,"240",8,100,75,3777777777777770,6222222222222220,0,0,2933333333333330,"0",29,"Homme","Economie et Gestion, Math-Eco","Doctorat","Autre Européenne","4","Pas de stratégie","",NA,"Un free rider",5,4,78,"27",0,0,17.3333339691162,6.13888883590698,8.16666698455811,5.54285717010498,2,1,3,0.0625,0,0,9.01960754394531,4.68888902664185,2,1,0,-8,40,20,20,40,0,144,6.66666650772095,34.343433380127,1,1,92.3809509277344,0,3,0,0,1,3,1,8.2142858505249,"PREF",52,17.3333333333333,20,39.2,"CondCoop",20.5387205387205,"LOW","LOW_STRAT"
"2117","160323_1155",1,"subjects",12,9,6,"0","0",0,317.2,80,"-","-","0",27,0,20,14,NA,NA,NA,16945,16945,3,300,50,210,0,"276","CondCoop",NA,1,200,3,5,22,200,36,"0.6666666666666666",0.8,7,0,50,0,0,0,0,0,50,50,50,50,50,80,80,80,80,100,100,100,120,120,120,120,-1,-10,50,"6428571428571420",5.31e+15,3891428571428570,77000,100,"5571428571428570",100,"1945714285714280",0.970051132177499,110,120,210,50,"276",1,22,86,36,14,1,200,2933333333333330,"0.8",20,"Homme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","Depend du montant des cotisations des autres membres","",NA,"Mettre au moins 3/4 de leur dotation initiale",6,4,81,"30",0,0,0,6.13888883590698,8.16666698455811,6.70270252227783,2,1,3,0.927083313465118,1,2,9.01960754394531,4.61403512954712,2,1,0,-5,0,0,0,0,1,144,33.0303039550781,80,10,4,64.2857131958008,0,1,0,0,0,3,3,8.2142858505249,"PREF",0,0,0,20,"CondCoop",56.0942760942761,"HIGH","HIGH_STRAT"
"2118","160321_1405",2,"subjects",12,4,8,"0","0",0,316.8,6.66666666666667,"-","-","22",19,5,23,15,NA,NA,NA,9.465e+15,9.465e+15,0,0,85,235,0,"256","CondCoop",NA,1,200,1,5,66,0,2311111111111110,"0.6666666666666666",0,7,0,85,0,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,34,-8,8,"4523809523809520",38000,1877380952380950,77000,100,"4976190476190470",100,"9386904761904760",0.99945220483427,150,95,235,85,"256",8,66,63,2311111111111110,4288888888888880,0,0,2502777777777770,"0",21,"Homme","Economie et Gestion, Math-Eco","Licence 2","Francaise","4","au début partager avec le gropupe, puis vers la fin garder.","",NA,"ils allaient gardés leur jetons",9,2,28,"16",NA,0,1.66666662693024,6.08333349227905,7.64102554321289,4.55555534362793,2,1,3,0.0625,0,0,9.01960754394531,4.68888902664185,2,1,0,-8.5,5,2,2,5,0,144,6.66666650772095,6.66666650772095,1,1,45.238094329834,0,3,0,0,1,3,3,8.2142858505249,"STRAT",5,1.66666666666667,2.5,23,"CondCoop",6.66666666666667,"LOW","LOW_STRAT"
"2119","160323_1155",1,"subjects",12,21,6,"0","0",0,292.2,55.2525252525253,"-","-","22",19,0,20,12,NA,NA,NA,13.82,13.82,2,200,170,320,1,"222","CondCoop",NA,1,200,1,5,37,0,2622222222222220,"0.6666666666666666",0.790909090909091,3,1,70,0,15,25,35,50,50,70,100,100,100,100,110,120,100,100,100,100,150,150,150,170,-94,26,9,"9023809523809520",54400,4387380952380950,77000,100,"7976190476190470",100,"2193690476190470",0.935946154789415,150,170,320,170,"222",5,37,83,2622222222222220,1077777777777770,0,0,2933333333333330,"0.7909090909090909",18,"Homme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","de préférence contribuer au maximum pour la cagnotte commune afin d'inciter les autres à faire la même chose","",NA,"un peu plus coopératif, dans mon cas 0 contributions les 5 dernieres périodes",7,4,93,"30",0,0,0,6.13888883590698,8.16666698455811,6.70270252227783,2,1,3,0.703125,1,2,9.01960754394531,4.61403512954712,2,1,0,-7,0,0,0,0,1,144,33.0303039550781,80,8,3,90.2380981445312,0,1,0,0,0,3,3,8.2142858505249,"PREF",0,0,0,20,"CondCoop",56.0942760942761,"HIGH","HIGH_STRAT"
"2120","160323_1557",1,"subjects",12,13,6,"0","0",2,252.4,73.5137351373514,"-","-","0",27,5,21,19,NA,NA,NA,12.91,12.91,2,200,20,310,0,"366","CondCoop",NA,1,200,5,5,11,200,2066666666666660,"0.6666666666666666",0.538745387453875,7,0,20,0,0,0,0,0,0,30,30,30,30,50,50,50,50,50,75,75,75,100,150,200,61,27,63,"4976190476190470",5.7e+15,5347380952380950,77000,100,"1502380952380950",100,"2673690476190470",0.88829850401615,110,200,310,20,"366",6,11,76,2066666666666660,9666666666666660,1,200,2836111111111110,"0.5387453874538747",21,"Homme","Droit, Sciences politiques","Master 1","Francaise","4","Coopérer un minimum, car la coopération rapporte davantage que la non-coopération.","",NA,"Un peu plus collectif, car un autre participant a joué le rôle du passager clandestin en se contentant de ne pas contribuer et de recevoir les gains collectifs.",1,6,133,"46",0,0,1.66666662693024,6.13888883590698,8.16666698455811,6.70270252227783,2,1,3,0.890625,1,2,9.01960754394531,4.61403512954712,2,1,0,0,3,0,2,3,1,144,34.2025413513184,73.5137329101562,9,4,49.761905670166,0,1,0,0,0,2,3,8.2142858505249,"PREF",5,1.66666666666667,1.5,21,"CondCoop",51.7288506218395,"HIGH","HIGH_STRAT"
"2121","160329_1355",0,"subjects",12,22,8,"0","0",9,340.4,29.8240816698569,"-","-","0",29,28,27.8,15,NA,NA,NA,15665,15665,2,200,120,360,0,"296","CondCoop",NA,0,0,0,5,6,200,1911111111111110,"0.6666666666666666",0.22805578342904,5,0,120,0,0,10,15,15,20,35,35,35,40,45,50,60,70,70,70,70,80,80,0,100,24,-36,-310,"4285714285714280",29000,1817857142857140,77000,100,"5714285714285710",100,"9089285714285710",0.775126812387044,180,100,360,120,"296",1,6,43,1911111111111110,1311111111111110,1,200,3213888888888880,"0.2280557834290403",18,"Femme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 1","Francaise","3","J'ai essayer d'augmenter petit à petit la somme que nous mettions en commun mais cela n'a pas était très fructueux j'ai donc mis en dernier étape \""0\"" jetons ce qui m'a permis de ratrapper ce que j'aurais pu gagner si nous","avions augmenté tous ensemble nos mises .",NA,"Je ne savais pas trop je pensais que nous resterions bloqué sur une mise de 10 jetons chacun mais apparemment certains préféraient mettre moins.",6,8,190,"64",NA,1,9.33333301544189,5.52083349227905,7.67999982833862,6.3600001335144,2,1,3,0.22916667163372,0,0,9.01960754394531,4.68888902664185,2,1,0,-3,19,9,9,19,0,144,29.8240814208984,41.6953773498535,3,1,42.8571434020996,0,3,0,0,1,4,3,8.2142858505249,"RAND",28,9.33333333333333,9.5,27.8,"CondCoop",36.4713031325008,"LOW","LOW_STRAT"
"2122","160323_1155",1,"subjects",12,10,5,"0","0",15,280.2,6.66666666666667,"-","-","0",29,27,21.2,12,NA,NA,NA,8555,8555,0,0,80,80,0,"168","CondCoop",NA,1,200,1,5,80,0,36,"0.6666666666666666",0,5,0,80,0,20,20,30,40,50,60,80,90,100,110,120,130,140,150,160,170,180,190,200,150,-212,37,-126,"1042857142857140",75000,765142857142857,77000,100,"4571428571428570",100,"3825714285714280",0.977112651827201,160,150,80,80,"168",1,80,83,36,44,0,0,2933333333333330,"0",22,"Femme","Autres","Master 1","Francaise","3","Le but était de faire augmenter la cagnotte commune en donbnant plus de jetons. Mais les autres ne donnant pas beaucoup, la stratégie s'est plutot transformée, c'est-à-dire que je donnait le moins possible à la cagnotte commune","pour en garder le plus pour moi",NA,"Peut-etre faire augmenter la cagnotte commune",5,4,82,"29",0,1,9,6.13888883590698,8.16666698455811,5.54285717010498,2,1,3,0.0625,0,1,9.01960754394531,7.8125,2,1,0,7,12,0,12,12,1,144,6.66666650772095,74.2424240112305,1,1,104.285713195801,0,2,0,0,0,1,3,8.2142858505249,"PREF",27,9,6,21.2,"CondCoop",39.96632996633,"MEDIUM","LOW_STRAT"
"2123","160323_1557",1,"subjects",12,8,6,"0","0",3,240.4,47.470274702747,"-","-","0",29,5,20,17,NA,NA,NA,12.51,12.51,1,100,50,60,1,"186","CondCoop",NA,1,200,2,5,40,200,3311111111111110,"0.6666666666666666",0.690774907749077,6,1,60,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,-120,39,69,"100",77000,77000,77000,100,"100",100,"3850",1,10,50,60,50,"186",1,40,57,3311111111111110,6888888888888890,1,200,2836111111111110,"0.6907749077490775",22,"Femme","Economie et Gestion, Math-Eco","Licence 2","Autre Européenne","4","j'ai commencé avec une contribution de 10, et voyant que personne de faisait d'effort j'ai peu a peu diminué pour arriver à 0 contribution au final...","",NA,"je pensais qu'ils allaient faire des efforts pour enrichir tout le monde",7,6,128,"46",0,1,1.66666662693024,6.13888883590698,8.16666698455811,6.70270252227783,2,1,3,0.604166686534882,1,2,9.01960754394531,4.61403512954712,2,1,0,-3,1.99999988079071,0,2,1.99999988079071,1,144,34.2025413513184,73.5137329101562,7,3,100,0,1,0,0,0,3,1,8.2142858505249,"PREF",5,1.66666666666667,1,20,"CondCoop",51.7288506218395,"HIGH","HIGH_STRAT"
"2124","160324_1558",0,"subjects",12,12,4,"0","0",20,350.8,43.4123382081022,"-","-","0",29,50,30,20,NA,NA,NA,16.68,16.68,2,200,200,370,1,"222","CondCoop",NA,1,200,1,5,50,0,2711111111111110,"0.6666666666666666",0.435703479576399,2,1,200,10,20,60,80,90,100,100,120,130,150,160,170,180,180,190,190,200,200,200,200,200,39,41,17,"1395238095238090",72500,7509523809523810,77000,100,"6047619047619040",100,"3754761904761900",0.95342480066427,170,200,370,200,"222",2,50,73,2711111111111110,2288888888888880,0,0,2927777777777770,"0.4357034795763994",19,"Homme","Autres","Licence 1","Francaise","5 (Facile)","Mettre tous mes dons, en espérant forcer les autres à faire de même, puis ne rien donner pour la dernière tâche","",NA,"Donner le moins possible",5,7,156,"52",NA,0,16.6666660308838,5.52083349227905,7.67999982833862,4.60869550704956,2,1,3,0.510416686534882,1,1,9.01960754394531,7.8125,2,1,0,0,29.9999980926514,12,18,29.9999980926514,0,144,28.8888893127441,43.4123382568359,6,3,139.523803710938,0,2,0,0,0,1,3,8.2142858505249,"RAND",50,16.6666666666667,15,30,"CondCoop",38.3302515828991,"MEDIUM","LOW_STRAT"
"2125","160323_1557",1,"subjects",13,6,7,"0","0",20,468,37.1053710537105,"-","-","0",28,60,36,20,NA,NA,NA,17825,17825,2,200,200,410,0,"246","CondCoop",NA,1,200,1,5,0,100,20,"0.6666666666666666",0.24649446494465,8,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,-88,38,24,"6666666666666660",9799999999999990,1866666666666660,77000,100,"1333333333333330",100,"9333333333333340",0.817423891369598,210,200,410,200,"246",3,0,63,20,20,1,100,2836111111111110,"0.2464944649446497",20,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 1","Francaise","5 (Facile)","La première étape était un test pour analyser mes camarade mais en même temps un message pour leur montrer que je suis prêt à apporter mon aide pour augmenter les gains communs.","",NA,"Je ne sais pas. Ma stratégie consistait à m'adapter en fonction de mes camarades.",3,6,126,"47",0,0,20,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.369791656732559,0,1,8.4509801864624,7.125,2,1,0,0,40,20,20,40,1,169,13.3333330154419,55.5555572509766,4,2,66.6666641235352,0,2,0,0,0,4,3,7.2857141494751,"PREF",60,20,20,36,"CondCoop",35.3314199808665,"LOW","LOW_STRAT"
"2126","160323_1155",1,"subjects",13,5,4,"0","0",3,3.068e+15,27.8787878787879,"-","-","0",28,3,18.8,18,NA,NA,NA,8.67e+15,8.67e+15,0,0,200,300,1,"180","CondCoop",NA,1,200,2,5,50,0,3111111111111110,"0.6666666666666666",0.436363636363636,1,1,40,0,10,20,30,40,40,40,40,40,40,100,40,50,50,60,60,60,170,180,180,200,-49,29,-91,"6904761904761900",6139999999999990,7198095238095240,77000,100,"130952380952381",100,"3599047619047620",0.824734598946832,100,200,300,200,"180",3,50,65,3111111111111110,1888888888888880,0,0,2933333333333330,"0.4363636363636364",23,"Homme","Autres","Licence 3","Francaise","4","Créer des fluctutations, en poussant les autres à ensuite miser plus, pour qu'à la période précédante je mette une petite contribution","",NA,"il se tatonne au début, puis mette plus rien dans la caisse commune",7,4,77,"28",0,0,1,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.20833332836628,0,2,8.4509801864624,4.73684215545654,2,1,0,-1,0,0,0,0,2,169,27.8787879943848,96.6666641235352,3,1,69.0476226806641,0,1,0,0,0,1,3,7.2857141494751,"PREF",3,1,0,18.8,"CondCoop",59.9326599326599,"HIGH","HIGH_STRAT"
"2127","160329_1355",0,"subjects",13,23,8,"0","0",9,364.4,41.6953787257315,"-","-","0",27,30,29,-29,NA,NA,NA,12715,12715,3,300,100,310,0,"286","CondCoop",NA,1,200,1,5,0,100,2222222222222220,"0.6666666666666666",0.0508613617719444,2,0,100,0,10,20,30,40,50,60,70,80,90,100,100,110,120,130,140,150,160,170,180,180,-134,-46,-141,"9476190476190470",70500,6472380952380950,77000,100,"8523809523809520",100,"3236190476190470",0.998646349586588,300,180,310,100,"286",8,0,77,2222222222222220,2222222222222220,1,100,3213888888888880,"0.05086136177194445",18,"Femme","Droit, Sciences politiques","Licence 1","Francaise","4","Je faisais du donnant donnant, en fonction de la moyenne des gains mis par les 2 autres joueurs dans la cagnotte, je jouais au tour suivant ce même montant. Si les autres avaient mis en moyenne chacun 10 jetons dans la cagnotte","alors j'en mettais 10. Au premier tour j'ai mis 15 jetons.",NA,"je pensais que les autres allaient être sympa au départ ou alors moyen et puis qu'ils tenteraient d'augmenter le montant par la suite mais hélàs, certains n'ont pas ccopéré",2,8,191,"64",NA,1,10,5.02083349227905,7.23999977111816,6,2,1,3,0.473958343267441,0,0,8.4509801864624,4.53333330154419,2,1,0,-1,21,8,9,21,0,169,29.8240814208984,41.6953773498535,5,2,94.7619018554688,0,3,0,0,1,2,3,7.2857141494751,"RAND",30,10,10.5,29,"CondCoop",36.4713031325008,"LOW","LOW_STRAT"
"2128","160323_1155",1,"subjects",13,18,3,"0","0",20,401.4,34.3434343434343,"-","-","0",29,35,21,16,NA,NA,NA,16085,16085,2,200,80,210,0,"246","CondCoop",NA,1,200,1,5,60,0,3022222222222220,"0.6666666666666666",0.163636363636364,7,0,80,0,10,20,20,30,50,60,70,80,80,80,80,100,100,120,120,140,140,150,160,180,35,34,6,"8523809523809520",6409999999999990,5432380952380950,77000,100,"9476190476190470",100,"2716190476190470",0.991100186922422,80,180,210,80,"246",2,60,53,3022222222222220,2977777777777770,0,0,2933333333333330,"0.1636363636363637",22,"Homme","Economie et Gestion, Math-Eco","Master 2","Francaise","4","N'ayant aucune connaissance de la stratégie jouée par les autres joueurs au départ, j'ai préféré mettre assez peu dans la cagnotte","",NA,"Je pensais qu'ils allaient jouer peu eux aussi",5,4,90,"27",0,0,11.6666669845581,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.322916656732559,0,0,8.4509801864624,4.53333330154419,2,1,0,12,15.0000009536743,0,15,15.0000009536743,0,169,6.66666650772095,34.343433380127,4,2,85.2380981445312,0,3,0,0,1,3,3,7.2857141494751,"PREF",35,11.6666666666667,7.5,21,"CondCoop",20.5387205387205,"LOW","LOW_STRAT"
"2129","160323_1352",1,"subjects",13,6,4,"0","0",15,3.21e+15,69.608636977058,"-","-","0",20,30,23,14,NA,NA,NA,14545,14545,3,300,80,180,0,"228","CondCoop",NA,1,200,2,5,12,200,2222222222222220,"0.6666666666666666",0.688259109311741,6,0,80,0,10,25,30,45,50,65,70,85,90,105,110,125,130,145,150,165,170,185,195,200,7,11,-8,"1023809523809520",77450,7803095238095230,77000,100,"9761904761904760",100,"3901547619047610",0.99917740776466,70,200,180,80,"228",4,12,66,2222222222222220,1022222222222220,1,200,2483333333333330,"0.688259109311741",18,"Homme","Economie et Gestion, Math-Eco","Licence 1","Francaise","3","Le but est de mettre beaucoup afin d'inciter les autres à aussi augmenter, puis je passe à 0 quand je pense que le total sera élevé. Cela diminue fortement le total qui va inciter les autres à ne rien miser. Je vais donc","peu à peu relancer en mettant beaucoup et ainsi de suite.",NA,"Ils vont mettre une somme moyenne pour augmenter un peu la cagnotte en gardant une marge de sécurité.",7,5,102,"36",0,0,10,5.93055534362793,7.23333311080933,6.13513517379761,2,1,3,0.854166686534882,1,1,8.4509801864624,7.125,2,1,0,7,15,5,10,15,0,169,6.66666650772095,69.6086349487305,9,4,102.380950927734,0,2,0,0,0,3,3,7.2857141494751,"PREF",30,10,7.5,23,"CondCoop",35.6695156695157,"LOW","LOW_STRAT"
